"Tipologia";"Denominazione";"longitudine";"Indirizzo";"gid";"Latitudine";"Comune";
"Privati federati";"Gay Center";"12.4761250000";"Via Zabaglia";"347";"41.8771430000";"Roma";
"Privati federati";"Gay Center";"12.4761250000";"Via Zabaglia";"348";"41.8771430000";"Roma";
"Privati federati";"Gelateria Splash";"12.5277100000";"Via Eurialo, 104";"349";"41.8720880000";"Roma";
"Pubblici";"Giardini";"12.4809000000";"Piazza IV Novembre 1";"350";"42.2101000000";"Rignano Flaminio";
"Privati federati";"Giardini";"12.4701000000";"piazza cavour";"351";"41.9056000000";"Roma";
"Pubblici";"Giardini di Piazza Mazzini - Scuola G.Caetani";"12.4640030000";"Viale Giuseppe Mazzini, 36";"352";"41.9331080000";"Roma";
"Pubblici";"Giardini di Sant'Alessio";"12.4787414000";"Piazza Sant'Alessio, 23";"353";"41.8837245000";"Roma";
"Pubblici";"Giardini di via Montezebio - Bar Vanni";"12.4644898000";"Via Col di Lana, 10";"354";"41.9172780000";"Roma";
"Pubblici";"Giardini di Via Plava";"12.4594780000";"Via Sabotino, 7";"355";"41.9179670000";"Roma";
"Pubblici";"Giardino Alberto Oliva - Pizzeria Punto di Fuga";"12.4787314000";"Via Gabriello Chiabrera, 158";"356";"41.8522939000";"Roma";
"Pubblici";"Giardino Pubblico ex Ferrovie";"12.4819566000";"Via Pellegrino Matteucci, 51";"357";"41.8720413000";"Roma";
"Privati federati";"Gilda Club";"12.4811000000";"Via Mario de' Fiori 27";"358";"41.9058000000";"Roma";
"Privati federati";"Gioia Hairdressing";"12.4692750000";"Via Roma Libera 17";"359";"41.8866440000";"Roma";
"Privati federati";"Gran caffè Tirreno";"12.0563000000";"Via Sergio Angelucci";"360";"41.9805000000";"Cerveteri";
"Pubblici";"Guadagnolo - Ostello della gioventù";"12.8954000000";"Piazza Dante Alighieri";"361";"41.8458000000";"Capranica Prenestina";
"Privati federati";"Guardia di Finanza";"12.4556920000";"Via Pratica Di Mare 45";"362";"41.6779090000";"Pomezia";
"Privati federati";"Guardia di Finanza";"12.4556920000";"Via Pratica Di Mare 45";"363";"41.6779090000";"Pomezia";
"Privati federati";"Guardia di Finanza";"12.4556920000";"Via Pratica Di Mare 47";"364";"41.6779090000";"Pomezia";
"Privati federati";"H2S";"12.5255000000";"via assisi";"365";"41.8792000000";"Roma";
"Privati federati";"Hotel All Time";"12.4466720000";"Via Domenico Jachino 181";"366";"41.8093210000";"Roma";
"Privati federati";"Hotel Bernini Bristol";"12.4890295000";"Piazza Barberini. 23";"367";"41.9037775000";"Roma";
"Privati federati";"Hotel Capri";"12.5026100000";"Via Magenta 13";"368";"41.9033760000";"Roma";
"Privati federati";"Hotel Magenta";"12.5024650000";"Via Magenta 13";"369";"41.9033730000";"Roma";
"Privati federati";"Hotel Regio";"12.5000000000";"via Volturno 22";"370";"41.9042000000";"Roma";
"Privati federati";"Hotel Virginia";"12.4998000000";"Via Montebello, 94";"371";"41.9053000000";"Roma";
"Privati federati";"Hotel&Residence T-Village";"12.5968000000";"via delle Tamerici 49";"372";"41.4819000000";"Anzio";
"Pubblici";"IFO Istituti Fisioterapici Ospitalieri";"12.4475670000";"Via Elio Chianesi";"373";"41.8012100000";"Roma";
"Pubblici";"IFO Istituti Fisioterapici Ospitalieri";"12.4475450000";"Via Elio Chianesi,53";"374";"41.8009570000";"Roma";
"Pubblici";"IFO Istituti Fisioterapici Ospitalieri";"12.4475450000";"Via Elio Chianesi,53";"375";"41.8009570000";"Roma";
"Pubblici";"IFO Istituti Fisioterapici Ospitalieri";"12.4475450000";"Via Elio Chianesi,53";"376";"41.8009570000";"Roma";
"Pubblici";"IFO Istituti Fisioterapici Ospitalieri";"12.4475450000";"Via Elio Chianesi,53";"377";"41.8009570000";"Roma";
"Pubblici";"IFO Istituti Fisioterapici Ospitalieri";"12.4475450000";"Via Elio Chianesi,53";"378";"41.8009570000";"Roma";
"Pubblici";"IFO Istituti Fisioterapici Ospitalieri";"12.4475450000";"Via Elio Chianesi,53";"379";"41.8009570000";"Roma";
"Pubblici";"Ignazio Silone";"12.4804150000";"Via Ignazio Silone, 100";"380";"41.8155940000";"Roma";
"Pubblici";"Ignazio Silone";"12.4799380000";"Via Ignazio Silone, 100";"381";"41.8156060000";"Roma";
"Privati federati";"il Baretto";"12.4660200000";"Via Garibaldi 27C";"382";"41.8897760000";"Roma";
"Privati federati";"Il Barrocciaio";"12.5109000000";"Via dei Salentini,12";"383";"41.8984000000";"Roma";
"Privati federati";"Il Cigno";"12.4909580000";"Viale Parioli 16";"384";"41.9237180000";"Roma";
"Pubblici";"Il Gelato";"12.4768789000";"Piazza di Monte D'Oro, 91";"385";"41.9045978000";"Roma";
"Pubblici";"Impianti Sportivi Artiglio";"12.5264158000";"Via di Villa Narducci, 31";"386";"41.9104646000";"Roma";
"Privati federati";"Impianti Sportivi d'Ateneo ?S. Staiano?";"12.6051818000";"Via della Ricerca Scientifica s.n.c.";"387";"41.8535568000";"Roma";
"Privati federati";"Infomac";"12.4575480000";"Via Carlo Mirabello 9";"388";"41.9164450000";"Roma";
"Pubblici";"Informagiovani";"12.6696500000";"Via Del Parco 10";"389";"41.7201110000";"Ariccia";
"Privati federati";"Isola Del Cinema";"12.4787000000";"Piazza San Bartolomeo";"390";"41.8903000000";"Roma";
"Privati federati";"Isola Del Cinema";"12.4782000000";"Piazza San Bartolomeo";"391";"41.8901000000";"Roma";
"Pubblici";"Istituto cine - tv Rossellini";"12.4694860000";"Via Della Vasca Navale 58";"392";"41.8577660000";"Roma";
"Pubblici";"Istituto Comprensivo";"12.8225120000";"Via 3 Novembre, 11";"393";"41.8700710000";"Gallicano nel Lazio";
"Pubblici";"Istituto Comprensivo Borgoncini Duca";"12.4495587933";"Via San Silverio, snc";"394";"41.8939366154";"Roma";
"Pubblici";"Istituto Comprensivo Borgoncini Duca";"12.4494944202";"Via San Silverio, snc";"395";"41.8940227827";"Roma";
"Pubblici";"Istituto Comprensivo Viale Adriatico";"12.5372000000";"Viale Adriatico 140";"396";"41.9428000000";"Roma";
"Pubblici";"Istituto Comprensivo Viale Adriatico";"12.5372000000";"Viale Adriatico 140";"397";"41.9428000000";"Roma";
"Pubblici";"Istituto Comprensivo Villaggio Comprensivo";"12.6813547000";"Via Fosso Dell'Osa, 505";"398";"41.9089780000";"Roma";
"Privati federati";"Istituto Europeo Design";"12.5246300000";"Via Alcamo 11";"399";"41.8861150000";"Roma";
"Privati federati";"Istituto Europeo Design";"12.5246300000";"Via Alcamo 11";"400";"41.8861150000";"Roma";
"Privati federati";"Istituto Europeo Design";"12.4741970000";"Via Branca 118";"401";"41.8798600000";"Roma";
"Privati federati";"Istituto Europeo Design";"12.4741970000";"Via Branca 118";"402";"41.8798600000";"Roma";
"Privati federati";"ITC Ruiz";"12.4733000000";"Viale Africa, 109";"403";"41.8251000000";"Roma";
"Privati federati";"Jolly Lido";"12.5800966000";"Lungomare Celeste, 3";"404";"41.5043011000";"Anzio";
"Privati federati";"KeNako";"12.5186000000";"via dei piceni, 22";"405";"41.8979000000";"Roma";
"Privati federati";"La fabbrica del caffè";"12.5703120000";"Viale Sacco E Vanzetti 167";"406";"41.9102510000";"Roma";
"Privati federati";"La fonte del gelato";"12.6005000000";"Piazza della Pace 6";"407";"41.8005000000";"Ciampino";
"Pubblici";"La Rosta";"12.5062000000";"via taddeide";"408";"42.1005000000";"Riano";
"Privati federati";"La Sapienza House B&B";"12.5040630000";"Viale Regina Margherita 192";"409";"41.9147050000";"Roma";
"Privati federati";"Laboratorio Nautico";"12.4845990000";"via Giovannipoli 20";"410";"41.8609080000";"Roma";
"Pubblici";"Laghetto";"12.7365380000";"Via Delle Marmorelle";"411";"41.8467350000";"Monte Compatri";
"Pubblici";"Largo Arenula";"12.4761270000";"Largo Arenula";"412";"41.8945080000";"Roma";
"Pubblici";"largo IV novembre";"12.1316143000";"Largo IV Novembre";"413";"42.1530888000";"Canale Monterano";
"Pubblici";"Laura In";"12.4749946000";"Piazza Santa Maria Liberatrice, 7";"414";"41.8797415000";"Roma";
"Privati federati";"Lava Blue Group";"12.6067170000";"Via Salaria 201";"415";"42.0798200000";"Monterotondo";
"Pubblici";"Lavanderia Ondablu";"12.5199000000";"via giuseppe de mattheis 3";"416";"41.9096000000";"Roma";
"Pubblici";"Lavinio - Punto Informazioni Turistiche";"12.5866430000";"Piazza Lavinia, 7";"417";"41.4985696000";"Anzio";
"Pubblici";"Laziodisu Roma3";"12.4687690000";"Via della Vasca Navale, 79";"418";"41.8558232000";"Roma";
"Pubblici";"Laziodisu Roma3";"12.4687690000";"Via della Vasca Navale, 79";"419";"41.8558232000";"Roma";
"Privati federati";"Liberi di";"12.4750000000";"Piazza Santa Maria Liberatrice, 46";"420";"41.8805000000";"Roma";
"Privati federati";"Libreria Arion";"12.4713000000";"Via Giovanni Pierluigi da Palestrina, 1";"421";"41.9053000000";"Roma";
"Pubblici";"Libreria Kiryat Sefer";"12.4774688000";"Via del Tempio, 2";"422";"41.8924762000";"Roma";
"Privati federati";"Libreria Settembrini libri&cucina";"12.4670000000";"piazza dei martiri di belfiore 12";"423";"41.9151000000";"Roma";
"Privati federati";"Licenza Municipio";"12.9017000000";"Via Don Minzoni, 12";"424";"42.0743000000";"Licenza";
"Pubblici";"Liceo Classico Giulio Cesare - Aula Informatica";"12.5068738000";"Corso Trieste, 48";"425";"41.9188353000";"Roma";
"Pubblici";"Liceo Classico Giulio Cesare - Aula Magna";"12.5068738000";"Corso Trieste, 48";"426";"41.9188353000";"Roma";
"Pubblici";"Liceo Scientifico Amaldi";"12.6324306000";"Via Domenico Parasacchi, 21";"427";"41.8669246000";"Roma";
"Pubblici";"Liceo Scientifico Amaldi";"12.6324306000";"Via Domenico Parasacchi, 21";"428";"41.8669246000";"Roma";
"Privati federati";"Locanda Atlantide";"12.5159180000";"Via Dei Lucani 22";"429";"41.8944850000";"Roma";
"Pubblici";"Lungomare Toscanelli - Ostia";"12.2717840000";"Lungomare Paolo Toscanelli";"430";"41.7310380000";"Roma";
"Pubblici";"Lungotevere Sanzio";"12.4743300000";"Piazza Giuseppe Gioacchino Belli";"431";"41.8900510000";"Roma";
"Privati federati";"Marinari Caffè";"12.5166830000";"Via Libia 10";"432";"41.9294490000";"Roma";
"Pubblici";"Mattatoio";"12.5252000000";"via del campo sportivo";"433";"42.0915000000";"Riano";
"Pubblici";"Mausoleo Alessandro Severo";"12.5493530000";"Via A.Pedanio, 13";"434";"41.8657920000";"Roma";
"Pubblici";"Mausoleo Alessandro Severo";"12.5493530000";"Via A.Pedanio, 13";"435";"41.8657920000";"Roma";
"Pubblici";"Maxxi";"12.4678800000";"Via Guido Reni 4";"436";"41.9284030000";"Roma";
"Privati federati";"Maxxi - Sale interne";"12.4666000000";"Via Guido Reni";"437";"41.9283000000";"Roma";
"Pubblici";"Maxxi BASE";"12.4678800000";"Via Guido Reni, 6";"438";"41.9284035000";"Roma";
"Pubblici";"Mercatino delle valli";"12.5218700000";"Via Conca D'Oro, 113";"439";"41.9420451000";"Roma";
"Pubblici";"Mercato Comunale Santa Silvia";"12.4502079000";"Largo Santa Silvia, snc";"440";"41.8563336000";"Roma";
"Pubblici";"Mercato di Via Vigna Murata";"12.5076690000";"Via Andrea Meldola";"441";"41.8238070000";"Roma";
"Pubblici";"Mercato di Via Vigna Murata";"12.5072160000";"Via Andrea Meldola";"442";"41.8239010000";"Roma";
"Pubblici";"Mercato Laurentino - Banco Agenzia Servizi";"12.4848324946";"Via Francesco Sapori, snc";"443";"41.8101933888";"Roma";
"Privati federati";"Mercato Osteria";"12.4727280000";"Piazza Campo De Fiori 53";"444";"41.8954430000";"Roma";
"Privati federati";"Miss Pizza";"12.4722000000";"Via Giuseppe Gioacchino Belli 19";"445";"41.9077000000";"Roma";
"Privati federati";"Miss Pizza";"12.5662540000";"Via Degli Aceri, 72";"446";"41.8781400000";"Roma";
"Privati federati";"Mithos Taverna Così Com'è";"12.5186000000";"Via Scipione Ammirato 7";"447";"41.8743000000";"Roma";
"Pubblici";"Montecelio";"12.7223340000";"Viale Montecelio";"448";"41.9994770000";"Guidonia Montecelio";
"Pubblici";"Municipio";"12.9726290000";"Piazza Santa Maria, 4";"449";"41.8333170000";"Genazzano";
"Pubblici";"Municipio";"13.0324370000";"Piazza Umberto I";"450";"41.9818160000";"Cervara di Roma";
"Pubblici";"Municipio";"12.8223000000";"Via 3 Novembre";"451";"41.8700600000";"Gallicano nel Lazio";
"Pubblici";"Municipio";"12.8019320000";"Piazza dell'autonomia 1";"452";"41.8216310000";"San Cesareo";
"Pubblici";"Municipio";"12.5717500000";"Piazza Vittorio Emanuele";"453";"42.2567190000";"Ponzano Romano";
"Pubblici";"Municipio";"12.5065090000";"Piazza Armando Diaz";"454";"42.1441000000";"Morlupo";
"Pubblici";"Municipio";"12.7130690000";"Piazza Santa Liberata, 2";"455";"42.0340250000";"Sant'Angelo Romano";
"Pubblici";"Municipio";"12.7510390000";"Piazza Vittorio Emanuele II, 5";"456";"41.8342220000";"Colonna";
"Pubblici";"Municipio";"12.1757700000";"Piazza 4 Novembre";"457";"42.1032180000";"Bracciano";
"Pubblici";"Municipio";"12.6202500000";"Piazza Padre Pio";"458";"41.9953860000";"Fonte Nuova";
"Pubblici";"Municipio";"12.6641200000";"Via G. Matteotti, 37";"459";"41.4576180000";"Nettuno";
"Pubblici";"Municipio";"12.6641200000";"Via G. Matteotti 37";"460";"41.4576180000";"Nettuno";
"Pubblici";"Municipio";"12.6177620000";"Largo 16 Marzo 1978, 9";"461";"42.2368820000";"Torrita Tiberina";
"Pubblici";"Municipio";"12.6196350000";"Piazza Roma";"462";"42.0521340000";"Monterotondo";
"Pubblici";"Municipio";"12.9994441000";"Via Costanza Garibaldi, 6";"463";"42.0613568000";"Riofreddo";
"Pubblici";"Municipio";"12.6504790000";"Piazza della Libertà 7";"464";"41.7467500000";"Castel Gandolfo";
"Pubblici";"Municipio";"11.9377980000";"Piazza Vittorio Veneto, 12";"465";"42.1495680000";"Tolfa";
"Pubblici";"Municipio";"13.0164733529";"Piazza MArtiri Antifascisti 1";"466";"42.0414188620";"Arsoli";
"Pubblici";"Municipio";"12.4008830000";"Piazza San Lorenzo";"467";"42.0800510000";"Formello";
"Pubblici";"Municipio";"12.9017680000";"Via Don Minzoni 12";"468";"42.0743740000";"Licenza";
"Pubblici";"Municipio";"12.6914230000";"Piazza Don Fabrizi";"469";"41.7071730000";"Genzano di Roma";
"Pubblici";"Municipio";"12.6985510000";"Piazza Carlo Fontana";"470";"41.6753140000";"Lanuvio";
"Pubblici";"Municipio";"12.5913890000";"Piazzale Cairoli";"471";"42.1716440000";"Fiano Romano";
"Pubblici";"Municipio";"12.9522990000";"Piazza Roma 3";"472";"42.0040820000";"Saracinesco";
"Pubblici";"Municipio";"13.0066550000";"Via Mastro Lavinio 5";"473";"42.1003270000";"Vivaro Romano";
"Pubblici";"Municipio";"13.0332280000";"Piazza San Nicola 9";"474";"41.9808410000";"Agosta";
"Pubblici";"Municipio";"12.9923200000";"Via Delle Province";"475";"41.9336300000";"Gerano";
"Pubblici";"Municipio";"13.0392580000";"Piazza Vittorio Emanule II";"476";"41.6497180000";"Montelanico";
"Pubblici";"Municipio";"13.1080420000";"Piazza Roma 6";"477";"42.0191080000";"Camerata Nuova";
"Pubblici";"Municipio";"13.1107820000";"Piazza Mazzini ,5";"478";"41.6559030000";"Gorga";
"Pubblici";"Municipio";"12.9523400000";"Piazza Aristide Frezza ,7";"479";"41.8620840000";"Capranica Prenestina";
"Pubblici";"Municipio";"12.9953540000";"Via San Rocco";"480";"42.0862500000";"Vallinfreda";
"Pubblici";"Municipio";"13.0056210000";"Piazza Italia 1";"481";"41.7303410000";"Colleferro";
"Pubblici";"Municipio";"12.6584430000";"Piazza Fagiolo";"482";"41.7291170000";"Albano Laziale";
"Pubblici";"Municipio";"12.6585590000";"Piazza Costituente";"483";"41.7292200000";"Albano Laziale";
"Pubblici";"Municipio";"12.8307790000";"Piazza Vittorio Emanuele";"484";"42.1086860000";"Monteflavio";
"Pubblici";"Municipio";"12.9451370000";"Piazza San Nicola";"485";"41.8460820000";"Rocca di Cave";
"Pubblici";"Municipio";"13.0380980000";"Via Della Fontana";"486";"41.9415150000";"Canterano";
"Pubblici";"Municipio";"12.8681680000";"Corso Cavour 34";"487";"41.9754820000";"Castel Madama";
"Pubblici";"Municipio";"12.8680860000";"Corso Cavour 17";"488";"41.9751060000";"Castel Madama";
"Pubblici";"Municipio";"12.8944660000";"Via Vittorio Veneto";"489";"41.8462620000";"Castel San Pietro Romano";
"Pubblici";"Municipio";"12.5403148000";"Piazza San Luca, 1";"490";"42.1397443000";"Capena";
"Pubblici";"Municipio";"12.5403148000";"Piazza San Luca, 1";"491";"42.1397443000";"Capena";
"Pubblici";"Municipio";"13.2308371000";"Piazza Italia,1";"492";"41.9268425000";"Vallepietra";
"Pubblici";"Municipio";"13.0322000000";"Via del Municipio";"493";"41.8606000000";"Olevano Romano";
"Pubblici";"Municipio";"13.0286000000";"Piazza del Municipio";"494";"41.8821000000";"Bellegra";
"Pubblici";"Municipio";"13.0645000000";"Via della Chiesa 7";"495";"41.8741000000";"Roiate";
"Pubblici";"Municipio";"13.1168000000";"Via San Giorgio 1";"496";"41.8784000000";"Arcinazzo Romano";
"Pubblici";"Municipio";"12.7784000000";"Corso della Repubblica, 239";"497";"41.6858000000";"Velletri";
"Privati federati";"Municipio";"12.9174000000";"Via Nazionale 5";"498";"41.7769000000";"Valmontone";
"Pubblici";"Municipio";"12.7654000000";"Piazza Vittorio Veneto";"499";"42.0670000000";"Palombara Sabina";
"Pubblici";"Municipio";"12.7735000000";"Piazza Sante Aureli";"500";"42.1170000000";"Moricone";
"Pubblici";"Municipio";"12.7263000000";"Piazza Matteotti";"501";"41.9997000000";"Guidonia Montecelio";
"Pubblici";"Municipio";"12.1303000000";"Largo Gioacchino Fara";"502";"42.1305000000";"Manziana";
"Pubblici";"Municipio";"12.8332000000";"Piazza Santa Eurosia 1";"503";"41.7279000000";"Lariano";
"Pubblici";"Municipio";"13.1684000000";"Via IV Novembre 10";"504";"41.8884000000";"Jenne";
"Pubblici";"Municipio";"13.0973000000";"via Luigi Naddeo 1";"505";"41.8840000000";"Affile";
"Pubblici";"Municipio";"12.5015140000";"Piazza Indipendenza 21";"506";"41.6695360000";"Pomezia";
"Pubblici";"Municipio";"13.0859150000";"Piazza Regina Margherita";"507";"41.6057000000";"Carpineto Romano";
"Pubblici";"Municipio";"12.5956630000";"4 Novembre";"508";"42.2299640000";"Nazzano";
"Pubblici";"Municipio";"12.5972630000";"Mazzini 4";"509";"42.2286330000";"Nazzano";
"Pubblici";"Municipio";"12.6672564000";"Via Garibaldi";"510";"41.7888130000";"Grottaferrata";
"Pubblici";"Municipio";"12.1035380000";"Piazza Del Campo";"511";"42.1366650000";"Canale Monterano";
"Pubblici";"Municipio";"12.8933630000";"Piazza Conti 4";"512";"41.8873090000";"Poli";
"Pubblici";"Municipio";"12.7388560000";"Piazza Della Repubblca";"513";"42.1351120000";"Montelibretti";
"Pubblici";"Municipio";"12.9371620000";"Via Alberto Theodoli, 1";"514";"41.9860180000";"Sambuci";
"Pubblici";"Municipio";"13.0172010000";"Via Giuseppe Mazzini, 29";"515";"41.9935670000";"Marano Equo";
"Pubblici";"Municipio";"12.9812858000";"Via Santa Maria de Mattias";"516";"41.8826727000";"San Vito Romano";
"Pubblici";"Municipio";"12.9829678000";"Piazza Augusto Baccelli";"517";"41.8827024000";"San Vito Romano";
"Pubblici";"Municipio";"12.7370560000";"Piazza Del Mercato1";"518";"41.8079650000";"Monte Compatri";
"Pubblici";"Municipio";"12.9523400000";"Piazza Aristide Frezza 7";"519";"41.8620840000";"Capranica Prenestina";
"Pubblici";"Municipio";"12.9093880000";"Piazza Giuseppe Garibaldi";"520";"42.0947570000";"Percile";
"Pubblici";"Municipio";"11.9014630000";"Piazza Della Repubblica 39";"521";"42.1567250000";"Allumiere";
"Pubblici";"Municipio";"12.6804000000";"piazza Marconi";"522";"41.8061000000";"Frascati";
"Pubblici";"Municipio";"12.6799000000";"piazza Marconi";"523";"41.8065000000";"Frascati";
"Pubblici";"Municipio";"12.4810000000";"Piazza IV Novembre 1";"524";"42.2099000000";"Rignano Flaminio";
"Pubblici";"Municipio";"13.0246000000";"Via Papa Pellegrino Ernetti 9";"525";"41.9108000000";"Rocca Santo Stefano";
"Pubblici";"Municipio";"13.0963000000";"Piazza Sant' Andrea";"526";"41.9242000000";"Subiaco";
"Pubblici";"Municipio";"12.6589000000";"Piazza S. Barnaba";"527";"41.7701000000";"Marino";
"Pubblici";"Municipio";"12.8072000000";"Piazza Cesare Battisti";"528";"42.0230000000";"Marcellina";
"Pubblici";"Municipio";"12.8062000000";"via 4 Novembre";"529";"42.1376000000";"Montorio Romano";
"Pubblici";"Municipio";"13.0208000000";"Via Del Municipio, 31";"530";"41.9571000000";"Rocca Canterano";
"Pubblici";"Municipio";"12.8934000000";"piazza conti, 4";"531";"41.8873000000";"Poli";
"Pubblici";"Municipio - Giardini pubblici";"11.9377980000";"Piazza Vittorio Veneto, 12";"532";"42.1495680000";"Tolfa";
"Pubblici";"Museo";"12.6621320000";"Viale Risorgimento";"533";"41.7260420000";"Albano Laziale";
"Pubblici";"Museo";"12.0995000000";"Piazza Santa Maria";"534";"41.9989000000";"Cerveteri";
"Pubblici";"Museo";"13.0236000000";"Via Lauri 1";"535";"41.6929000000";"Segni";
"Pubblici";"Museo Civico Archeologico";"12.9127500000";"Piazza Padre Giovanni Genocchi";"536";"41.7411860000";"Artena";
"Pubblici";"Museo di arte Civica e Contemporanea";"12.9838564000";"Piazza Santa Vittoria, 1";"537";"42.0127453000";"Anticoli Corrado";
"Privati federati";"Negozio Urban Network Tecnologies";"12.5191880000";"Viale Somalia 219";"538";"41.9345010000";"Roma";
"Privati federati";"Nereo Protezione Civile";"12.5386000000";"Via Fenicotteri 6";"539";"41.5642000000";"Ardea";
"Privati federati";"Novottica Lacchei";"12.6593220000";"Piazza Gramsci";"540";"41.7274330000";"Albano Laziale";
"Privati federati";"Nuova Polisportiva De Rossi";"12.5249000000";"Via di Vigna Fabbri";"541";"41.8706000000";"Roma";
"Privati federati";"Ocean surf";"12.0461000000";"Viale Adriatico 4";"542";"41.9739000000";"Cerveteri";
"Privati federati";"Ocean surf beach";"12.0384339000";"Lungomare dei Navigatori Etruschi, 7";"543";"41.9722553000";"Cerveteri";
"Pubblici";"Officina Innovazione";"12.6715710000";"Via Degli Orti Di Villa Sciarra 9";"544";"41.8071810000";"Frascati";
"Privati federati";"Ospedale nuovo Cardiologia";"12.4577000000";"Via Portuense 292";"545";"41.8646000000";"Roma";
"Privati federati";"Ospedale nuovo Radiologia";"12.4577000000";"Via Portuense 292";"546";"41.8646000000";"Roma";
"Pubblici";"Ospedale S. Giovanni - CUP";"12.4972890000";"Via San Giovanni In Laterano";"547";"41.8891710000";"Roma";
"Pubblici";"Ospedale S. Giovanni - CUP";"12.4972890000";"Via San Giovanni In Laterano";"548";"41.8891710000";"Roma";
"Pubblici";"Ospedale S. Giovanni - Piazzale blocco C";"12.5030490000";"Via Dell'amba Aradam.";"549";"41.8857190000";"Roma";
"Pubblici";"Ospedale S. Giovanni - Sala Prelievi";"12.4972890000";"Via San Giovanni In Laterano";"550";"41.8891710000";"Roma";
"Pubblici";"Ospedale Santo Spirito";"12.4627000000";"lungotevere in sassia 1";"551";"41.8998000000";"Roma";
"Pubblici";"Ospedale Santo Spirito";"12.4627000000";"lungotevere in sassia 1";"552";"41.8998000000";"Roma";
"Pubblici";"Ospedale Santo Spirito";"12.4627000000";"lungotevere in sassia 1";"553";"41.8998000000";"Roma";
"Pubblici";"Ospedale Santo Spirito - Ginecologia";"12.4626912000";"Lungotevere in Sassia, 1";"554";"41.8998013000";"Roma";
"Privati federati";"Osteria di San Cesario";"12.7991770000";"Via F. Corridoni";"555";"41.8215640000";"San Cesareo";
"Pubblici";"Palazzetto dello Sport";"12.6373340000";"Via Cupa Dei Marmi";"556";"41.4572210000";"Nettuno";
"Pubblici";"Palazzo Baronale";"13.0523650000";"Piazza Dei Caduti ,2";"557";"41.6983370000";"Gavignano";
"Pubblici";"Palazzo Baronale";"12.8848860000";"Via Regina Margherita 6";"558";"41.9067980000";"Casape";
"Pubblici";"Palazzo Chigi";"12.6723400000";"Piazza Della Repubblica";"559";"41.7212360000";"Ariccia";
"Pubblici";"Palazzo Fandango -  Atelier";"12.4763981000";"Via dei Prefetti, 22";"560";"41.9023902000";"Roma";
"Pubblici";"Palazzo Fandango -  Caffetteria";"12.4768280000";"Via Dei Prefetti";"561";"41.9024790000";"Roma";
"Pubblici";"Palazzo Fandango -  Libreria";"12.4764170000";"Via dei Prefetti, 22";"562";"41.9023970000";"Roma";
"Pubblici";"Palazzo Fandango - Giardino";"12.4768280000";"Via Dei Prefetti";"563";"41.9024790000";"Roma";
"Pubblici";"Palazzo Garrone";"12.5001710000";"Via Bel Poggio";"564";"42.1280530000";"Castelnuovo di Porto";
"Pubblici";"Palazzo Valentini";"12.4853737000";"via IV novembre 119/a";"565";"41.8965800000";"Roma";
"Pubblici";"Palazzo Valentini - Sala Consiglio";"12.4854169000";"Via Quattro Novembre 149";"566";"41.8968935000";"Roma";
"Pubblici";"Palazzo Valentini - Sala della Pace";"12.4852120000";"Via IV Novembre 119";"567";"41.8969720000";"Roma";
"Pubblici";"Palazzo Valentini - Sala Di Liegro";"12.4838000000";"Via IV Novembre 119";"568";"41.8966000000";"Roma";
"Pubblici";"Pantheon - Abbigliamento Cenci";"12.4772184000";"Piazza della Rotonda, 77";"569";"41.8990348000";"Roma";
"Pubblici";"Pantheon - Negozio Giorgi&Febbi";"12.4772387000";"Piazza della Rotonda, 61";"570";"41.8989223000";"Roma";
"Pubblici";"Parco Alessandrino";"12.5784106000";"Via del Campo, 48";"571";"41.8771686000";"Roma";
"Pubblici";"Parco Appia - Bar Egeria";"12.5302948000";"Via dell'Almone, 105";"572";"41.8549119000";"Roma";
"Pubblici";"Parco Appia - Casale ex mulino";"12.5157149000";"Via Della Caffarella, 23";"573";"41.8645220000";"Roma";
"Pubblici";"Parco Appia Antica - Ex Cartiera";"12.5027421000";"Via Appia Antica, 42";"574";"41.8676434000";"Roma";
"Pubblici";"Parco Appia Antica - Ex Cartiera";"12.5027421000";"Via Appia Antica, 42";"575";"41.8676434000";"Roma";
"Pubblici";"Parco Appia Antica - Ex Cartiera";"12.5027421000";"Via Appia Antica, 42";"576";"41.8676434000";"Roma";
"Pubblici";"Parco Appia Antica - Villa Capo di Bove";"12.5249213000";"Via Appia Antica, 222";"577";"41.8482446000";"Roma";
"Pubblici";"Parco Appia Antica - Villa Capo di Bove";"12.5249213000";"Via Appia Antica, 222";"578";"41.8482446000";"Roma";
"Pubblici";"Parco Arcobaleno - Biblioteca Sandro Onofri";"12.3464288000";"Via Umberto Lilloni, 39";"579";"41.7755415000";"Roma";
"Pubblici";"Parco Ascalesi";"12.4149526000";"Via Ludovico Jacobini, 7";"580";"41.9201065000";"Roma";
"Pubblici";"Parco Atleti azzurri d'Italia - Scuola Media Petrassi";"12.4599146000";"via della Maratona, 35";"581";"41.9441842000";"Roma";
"Pubblici";"Parco Caduti dal Mare - Padiglione Polifunzionale Hagape";"12.4843843000";"Via Giacinto Pullino, 71";"582";"41.8661098000";"Roma";
"Pubblici";"Parco Caffarella - Scuola Ada Negri";"12.5218110000";"Via Latina, 303";"583";"41.8696670000";"Roma";
"Pubblici";"Parco Caffarella - Scuola Ada Negri";"12.5218110000";"Via Latina, 303";"584";"41.8696670000";"Roma";
